RetainedRef	DuplicateRef
ENSMUST00000108610.7	ENSMUST00000043419.9
ENSMUST00000108610.7	ENSMUST00000070996.10
ENSMUST00000108610.7	ENSMUST00000071026.9
ENSMUST00000108610.7	ENSMUST00000108609.7
ENSMUST00000108610.7	ENSMUST00000108608.7
ENSMUST00000108610.7	ENSMUST00000108607.7
ENSMUST00000108610.7	ENSMUST00000164359.7
ENSMUST00000033805.14	ENSMUST00000230246.1
ENSMUST00000074976.7	ENSMUST00000078756.6
ENSMUST00000208563.2	ENSMUST00000214253.1
ENSMUST00000182899.1	ENSMUST00000041229.4
ENSMUST00000022315.11	ENSMUST00000189865.6
ENSMUST00000130382.7	ENSMUST00000202879.3
ENSMUST00000210357.3	ENSMUST00000080681.3
ENSMUST00000102532.9	ENSMUST00000102530.7
ENSMUST00000102532.9	ENSMUST00000102529.9
ENSMUST00000102532.9	ENSMUST00000102531.6
ENSMUST00000102532.9	ENSMUST00000073448.11
ENSMUST00000213096.1	ENSMUST00000180075.1
ENSMUST00000216647.1	ENSMUST00000054067.3
ENSMUST00000115273.8	ENSMUST00000213599.1
ENSMUST00000114457.7	ENSMUST00000096026.8
ENSMUST00000040647.10	ENSMUST00000115582.7
ENSMUST00000040647.10	ENSMUST00000236630.1
ENSMUST00000094161.10	ENSMUST00000167405.2
ENSMUST00000094161.10	ENSMUST00000179780.2
ENSMUST00000094161.10	ENSMUST00000165901.7
ENSMUST00000094161.10	ENSMUST00000206414.1
ENSMUST00000094161.10	ENSMUST00000165257.7
ENSMUST00000094161.10	ENSMUST00000164726.7
ENSMUST00000107134.7	ENSMUST00000073234.8
ENSMUST00000176109.7	ENSMUST00000145598.8
ENSMUST00000176109.7	ENSMUST00000112394.1
ENSMUST00000111665.7	ENSMUST00000053664.8
ENSMUST00000166318.7	ENSMUST00000036225.14
ENSMUST00000021022.9	ENSMUST00000108140.9
ENSMUST00000021022.9	ENSMUST00000164425.1
ENSMUST00000109050.2	ENSMUST00000185834.2
ENSMUST00000109050.2	ENSMUST00000189494.2
ENSMUST00000060833.13	ENSMUST00000166860.1
ENSMUST00000214752.1	ENSMUST00000214976.2
ENSMUST00000214752.1	ENSMUST00000050412.4
ENSMUST00000067298.4	ENSMUST00000072587.4
ENSMUST00000068451.11	ENSMUST00000168403.1
ENSMUST00000123788.7	ENSMUST00000154383.1
ENSMUST00000016309.15	ENSMUST00000113796.7
ENSMUST00000236222.1	ENSMUST00000154731.2
ENSMUST00000025749.14	ENSMUST00000181245.8
ENSMUST00000150713.7	ENSMUST00000201729.3
ENSMUST00000069926.13	ENSMUST00000114679.1
ENSMUST00000053033.13	ENSMUST00000153115.7
ENSMUST00000053033.13	ENSMUST00000149927.1
ENSMUST00000214796.1	ENSMUST00000079875.3
ENSMUST00000169861.8	ENSMUST00000025932.8
ENSMUST00000215418.1	ENSMUST00000122224.3
ENSMUST00000215418.1	ENSMUST00000124927.2
ENSMUST00000145754.7	ENSMUST00000230502.1
ENSMUST00000161861.7	ENSMUST00000162671.7
ENSMUST00000047356.10	ENSMUST00000107893.8
ENSMUST00000029368.6	ENSMUST00000198320.4
ENSMUST00000029368.6	ENSMUST00000197238.4
ENSMUST00000062350.14	ENSMUST00000110961.8
ENSMUST00000062350.14	ENSMUST00000080732.9
ENSMUST00000062350.14	ENSMUST00000110960.8
ENSMUST00000062350.14	ENSMUST00000110959.1
ENSMUST00000024792.7	ENSMUST00000229919.1
ENSMUST00000111831.7	ENSMUST00000090766.11
ENSMUST00000107968.9	ENSMUST00000107966.9
ENSMUST00000107968.9	ENSMUST00000107967.2
ENSMUST00000223793.1	ENSMUST00000226007.1
ENSMUST00000213290.1	ENSMUST00000057528.1
ENSMUST00000068952.9	ENSMUST00000198878.1
ENSMUST00000215956.2	ENSMUST00000059859.4
ENSMUST00000108539.7	ENSMUST00000004554.13
ENSMUST00000110917.1	ENSMUST00000020965.13
ENSMUST00000105992.8	ENSMUST00000200794.3
ENSMUST00000072097.13	ENSMUST00000165324.1
ENSMUST00000078352.11	ENSMUST00000202578.3
ENSMUST00000111911.8	ENSMUST00000111910.3
ENSMUST00000238172.1	ENSMUST00000236157.1
ENSMUST00000236140.1	ENSMUST00000235390.1
ENSMUST00000236140.1	ENSMUST00000170651.1
ENSMUST00000216971.1	ENSMUST00000216257.1
ENSMUST00000216971.1	ENSMUST00000215761.1
ENSMUST00000216971.1	ENSMUST00000098165.1
ENSMUST00000032174.11	ENSMUST00000203039.2
ENSMUST00000032174.11	ENSMUST00000113530.3
ENSMUST00000032174.11	ENSMUST00000203607.1
ENSMUST00000044705.11	ENSMUST00000205845.1
ENSMUST00000086006.11	ENSMUST00000073833.13
ENSMUST00000025761.7	ENSMUST00000181080.3
ENSMUST00000209866.3	ENSMUST00000086318.4
ENSMUST00000146986.1	ENSMUST00000229944.1
ENSMUST00000118500.7	ENSMUST00000117468.7
ENSMUST00000230047.1	ENSMUST00000230660.1
ENSMUST00000058125.8	ENSMUST00000113120.1
ENSMUST00000058125.8	ENSMUST00000113118.1
ENSMUST00000182371.7	ENSMUST00000192130.5
ENSMUST00000191218.6	ENSMUST00000179363.1
ENSMUST00000102607.9	ENSMUST00000102608.9
ENSMUST00000064165.4	ENSMUST00000215016.1
ENSMUST00000064165.4	ENSMUST00000177637.1
ENSMUST00000063989.6	ENSMUST00000234241.1
ENSMUST00000219007.1	ENSMUST00000062580.7
ENSMUST00000211000.1	ENSMUST00000211206.1
ENSMUST00000179766.2	ENSMUST00000114761.1
ENSMUST00000045694.13	ENSMUST00000111490.1
ENSMUST00000215828.2	ENSMUST00000213978.1
ENSMUST00000215828.2	ENSMUST00000216088.2
ENSMUST00000215828.2	ENSMUST00000099862.1
ENSMUST00000163779.7	ENSMUST00000114268.4
ENSMUST00000215879.1	ENSMUST00000075474.1
ENSMUST00000225314.1	ENSMUST00000224169.1
ENSMUST00000178946.8	ENSMUST00000207358.1
ENSMUST00000178946.8	ENSMUST00000207995.1
ENSMUST00000178946.8	ENSMUST00000049333.12
ENSMUST00000178946.8	ENSMUST00000170954.9
ENSMUST00000178946.8	ENSMUST00000179842.2
ENSMUST00000178946.8	ENSMUST00000208260.1
ENSMUST00000113199.7	ENSMUST00000035748.13
ENSMUST00000113199.7	ENSMUST00000113197.1
ENSMUST00000113199.7	ENSMUST00000051256.9
ENSMUST00000113199.7	ENSMUST00000113198.7
ENSMUST00000113199.7	ENSMUST00000113201.7
ENSMUST00000194229.2	ENSMUST00000085861.2
ENSMUST00000054697.6	ENSMUST00000113811.7
ENSMUST00000084770.4	ENSMUST00000108199.1
ENSMUST00000022995.12	ENSMUST00000110196.7
ENSMUST00000217600.1	ENSMUST00000057161.3
ENSMUST00000235740.1	ENSMUST00000099560.4
ENSMUST00000177304.7	ENSMUST00000127381.2
ENSMUST00000007602.14	ENSMUST00000112610.1
ENSMUST00000112990.7	ENSMUST00000112993.1
ENSMUST00000062601.13	ENSMUST00000079085.10
ENSMUST00000114621.7	ENSMUST00000025391.10
ENSMUST00000084436.9	ENSMUST00000124444.1
ENSMUST00000084436.9	ENSMUST00000137488.1
ENSMUST00000084436.9	ENSMUST00000164387.1
ENSMUST00000230445.1	ENSMUST00000051226.7
ENSMUST00000230445.1	ENSMUST00000163507.7
ENSMUST00000110258.7	ENSMUST00000178982.7
ENSMUST00000088506.11	ENSMUST00000119932.7
ENSMUST00000162313.7	ENSMUST00000229959.1
ENSMUST00000106507.8	ENSMUST00000021087.13
ENSMUST00000047737.9	ENSMUST00000162001.7
ENSMUST00000191255.1	ENSMUST00000186031.1
ENSMUST00000115342.9	ENSMUST00000009530.4
ENSMUST00000111007.7	ENSMUST00000037620.13
ENSMUST00000237862.1	ENSMUST00000134479.7
ENSMUST00000206400.1	ENSMUST00000068054.8
ENSMUST00000206400.1	ENSMUST00000206592.1
ENSMUST00000194542.5	ENSMUST00000049567.9
ENSMUST00000194542.5	ENSMUST00000164812.7
ENSMUST00000194542.5	ENSMUST00000193982.1
ENSMUST00000050850.13	ENSMUST00000107366.1
ENSMUST00000093120.12	ENSMUST00000164470.2
ENSMUST00000134902.1	ENSMUST00000140436.1
ENSMUST00000217249.1	ENSMUST00000217482.1
ENSMUST00000217249.1	ENSMUST00000096203.1
ENSMUST00000099557.9	ENSMUST00000110853.7
ENSMUST00000173393.7	ENSMUST00000029014.15
ENSMUST00000198865.4	ENSMUST00000006005.11
ENSMUST00000198865.4	ENSMUST00000166716.7
ENSMUST00000237909.1	ENSMUST00000235646.1
ENSMUST00000094361.10	ENSMUST00000021698.12
ENSMUST00000117782.7	ENSMUST00000015994.3
ENSMUST00000168166.7	ENSMUST00000170308.7
ENSMUST00000168166.7	ENSMUST00000164467.7
ENSMUST00000168166.7	ENSMUST00000007800.7
ENSMUST00000185823.6	ENSMUST00000213876.1
ENSMUST00000074225.10	ENSMUST00000163767.7
ENSMUST00000074225.10	ENSMUST00000171643.1
ENSMUST00000237762.1	ENSMUST00000224288.1
ENSMUST00000089208.8	ENSMUST00000113264.8
ENSMUST00000067232.9	ENSMUST00000111691.1
ENSMUST00000067232.9	ENSMUST00000189772.1
ENSMUST00000194965.5	ENSMUST00000098888.6
ENSMUST00000146692.7	ENSMUST00000084396.3
ENSMUST00000214344.2	ENSMUST00000045493.1
ENSMUST00000216603.1	ENSMUST00000215844.1
ENSMUST00000216603.1	ENSMUST00000057548.1
ENSMUST00000020991.14	ENSMUST00000174817.7
ENSMUST00000031599.8	ENSMUST00000177800.7
ENSMUST00000031822.12	ENSMUST00000114294.7
ENSMUST00000097810.9	ENSMUST00000215955.1
ENSMUST00000046719.13	ENSMUST00000230904.1
ENSMUST00000108920.8	ENSMUST00000019043.12
ENSMUST00000163401.8	ENSMUST00000093820.9
ENSMUST00000213136.1	ENSMUST00000099809.1
ENSMUST00000100691.3	ENSMUST00000179200.1
ENSMUST00000012849.14	ENSMUST00000169234.2
ENSMUST00000137439.7	ENSMUST00000151543.1
ENSMUST00000124293.2	ENSMUST00000183373.2
ENSMUST00000144409.7	ENSMUST00000201508.3
ENSMUST00000100287.8	ENSMUST00000106664.9
ENSMUST00000162456.7	ENSMUST00000079777.11
ENSMUST00000033449.7	ENSMUST00000114866.1
ENSMUST00000066116.7	ENSMUST00000114569.1
ENSMUST00000102956.7	ENSMUST00000038522.9
ENSMUST00000030317.13	ENSMUST00000181754.7
ENSMUST00000176500.7	ENSMUST00000175779.7
ENSMUST00000210282.1	ENSMUST00000051390.8
ENSMUST00000210282.1	ENSMUST00000172240.1
ENSMUST00000097414.10	ENSMUST00000233828.1
ENSMUST00000108836.1	ENSMUST00000058704.8
ENSMUST00000072602.13	ENSMUST00000100747.2
ENSMUST00000109232.3	ENSMUST00000020665.12
ENSMUST00000109232.3	ENSMUST00000170928.7
ENSMUST00000228485.1	ENSMUST00000227669.1
ENSMUST00000165470.8	ENSMUST00000072939.7
ENSMUST00000004574.13	ENSMUST00000166487.9
ENSMUST00000004574.13	ENSMUST00000178320.1
ENSMUST00000068367.13	ENSMUST00000120760.7
ENSMUST00000068367.13	ENSMUST00000113890.1
ENSMUST00000212243.1	ENSMUST00000214903.1
ENSMUST00000080449.6	ENSMUST00000219555.1
ENSMUST00000051715.7	ENSMUST00000207200.2
ENSMUST00000051715.7	ENSMUST00000216335.1
ENSMUST00000002848.9	ENSMUST00000211713.1
ENSMUST00000215649.1	ENSMUST00000073433.1
ENSMUST00000171183.1	ENSMUST00000056078.8
ENSMUST00000172164.9	ENSMUST00000063544.10
ENSMUST00000072678.5	ENSMUST00000202240.1
ENSMUST00000212979.1	ENSMUST00000171018.7
ENSMUST00000103085.7	ENSMUST00000073062.13
ENSMUST00000219996.1	ENSMUST00000220005.1
ENSMUST00000219996.1	ENSMUST00000208703.2
ENSMUST00000219996.1	ENSMUST00000219005.1
ENSMUST00000219996.1	ENSMUST00000219155.1
ENSMUST00000219996.1	ENSMUST00000217952.1
ENSMUST00000219996.1	ENSMUST00000112952.3
ENSMUST00000129769.7	ENSMUST00000230850.1
ENSMUST00000144431.7	ENSMUST00000129234.7
ENSMUST00000105774.1	ENSMUST00000105765.9
ENSMUST00000105774.1	ENSMUST00000180918.7
ENSMUST00000105774.1	ENSMUST00000181763.2
ENSMUST00000064473.12	ENSMUST00000135574.7
ENSMUST00000033652.8	ENSMUST00000112377.7
ENSMUST00000106104.7	ENSMUST00000213321.1
ENSMUST00000095450.10	ENSMUST00000186166.6
ENSMUST00000095450.10	ENSMUST00000164454.2
ENSMUST00000228213.1	ENSMUST00000226525.1
ENSMUST00000215279.1	ENSMUST00000229376.1
ENSMUST00000229636.1	ENSMUST00000230285.1
ENSMUST00000090150.10	ENSMUST00000120746.7
ENSMUST00000090150.10	ENSMUST00000119730.7
ENSMUST00000090150.10	ENSMUST00000116445.8
ENSMUST00000090150.10	ENSMUST00000168992.7
ENSMUST00000053208.13	ENSMUST00000112712.9
ENSMUST00000053208.13	ENSMUST00000169232.1
ENSMUST00000067101.9	ENSMUST00000112633.2
ENSMUST00000057525.13	ENSMUST00000106789.7
ENSMUST00000057525.13	ENSMUST00000147044.3
ENSMUST00000216502.2	ENSMUST00000216644.1
ENSMUST00000216502.2	ENSMUST00000063716.1
ENSMUST00000217106.1	ENSMUST00000213379.1
ENSMUST00000217106.1	ENSMUST00000059038.2
ENSMUST00000133987.2	ENSMUST00000072593.8
ENSMUST00000199581.4	ENSMUST00000030683.7
ENSMUST00000192226.5	ENSMUST00000200974.3
ENSMUST00000223303.1	ENSMUST00000221522.1
ENSMUST00000200968.3	ENSMUST00000031689.5
ENSMUST00000027035.9	ENSMUST00000116652.7
ENSMUST00000107398.7	ENSMUST00000107399.8
ENSMUST00000215816.2	ENSMUST00000214027.1
ENSMUST00000215816.2	ENSMUST00000099794.1
ENSMUST00000177163.7	ENSMUST00000176683.7
ENSMUST00000177163.7	ENSMUST00000176010.7
ENSMUST00000109843.7	ENSMUST00000183988.7
ENSMUST00000026999.9	ENSMUST00000168918.7
ENSMUST00000214290.1	ENSMUST00000074674.4
ENSMUST00000165003.7	ENSMUST00000226900.1
ENSMUST00000033560.8	ENSMUST00000113826.7
ENSMUST00000145070.7	ENSMUST00000151004.1
ENSMUST00000178115.1	ENSMUST00000189084.6
ENSMUST00000178115.1	ENSMUST00000180329.1
ENSMUST00000178115.1	ENSMUST00000178505.1
ENSMUST00000178115.1	ENSMUST00000179073.1
ENSMUST00000178115.1	ENSMUST00000178556.1
ENSMUST00000037551.14	ENSMUST00000135388.2
ENSMUST00000190341.6	ENSMUST00000074246.6
ENSMUST00000212149.1	ENSMUST00000041641.8
ENSMUST00000111980.3	ENSMUST00000047904.3
ENSMUST00000054415.11	ENSMUST00000106263.7
ENSMUST00000054415.11	ENSMUST00000106261.7
ENSMUST00000054415.11	ENSMUST00000106262.1
ENSMUST00000106466.9	ENSMUST00000039761.11
ENSMUST00000106939.8	ENSMUST00000015107.12
ENSMUST00000073600.8	ENSMUST00000030811.1
ENSMUST00000117291.7	ENSMUST00000043735.7
ENSMUST00000117291.7	ENSMUST00000120585.7
ENSMUST00000237491.1	ENSMUST00000003413.6
ENSMUST00000204682.2	ENSMUST00000050887.8
ENSMUST00000192477.1	ENSMUST00000059407.8
ENSMUST00000215978.2	ENSMUST00000099868.1
ENSMUST00000176381.7	ENSMUST00000073430.13
ENSMUST00000161976.7	ENSMUST00000159327.1
ENSMUST00000161976.7	ENSMUST00000160009.1
ENSMUST00000106177.7	ENSMUST00000106178.8
ENSMUST00000186004.1	ENSMUST00000189315.1
ENSMUST00000186004.1	ENSMUST00000187477.1
ENSMUST00000186004.1	ENSMUST00000185245.1
ENSMUST00000216608.1	ENSMUST00000214284.1
ENSMUST00000216608.1	ENSMUST00000071478.1
ENSMUST00000109913.8	ENSMUST00000109912.7
ENSMUST00000233092.1	ENSMUST00000233265.1
ENSMUST00000211140.1	ENSMUST00000073961.7
ENSMUST00000211140.1	ENSMUST00000210833.1
ENSMUST00000086556.11	ENSMUST00000027696.9
ENSMUST00000170517.8	ENSMUST00000037504.6
ENSMUST00000108821.7	ENSMUST00000048801.7
ENSMUST00000031481.12	ENSMUST00000170468.7
ENSMUST00000177962.8	ENSMUST00000020979.8
ENSMUST00000234910.1	ENSMUST00000097580.1
ENSMUST00000210453.2	ENSMUST00000239110.1
ENSMUST00000160427.1	ENSMUST00000201808.1
ENSMUST00000214914.1	ENSMUST00000229506.1
ENSMUST00000218635.1	ENSMUST00000076817.4
ENSMUST00000174408.7	ENSMUST00000230184.1
ENSMUST00000231700.1	ENSMUST00000165648.1
ENSMUST00000108160.7	ENSMUST00000164945.2
ENSMUST00000107016.9	ENSMUST00000029465.9
ENSMUST00000166335.1	ENSMUST00000013966.7
ENSMUST00000166335.1	ENSMUST00000216837.1
ENSMUST00000166335.1	ENSMUST00000214394.1
ENSMUST00000166335.1	ENSMUST00000213233.1
ENSMUST00000031876.11	ENSMUST00000114999.7
ENSMUST00000052431.11	ENSMUST00000113194.7
ENSMUST00000021857.12	ENSMUST00000224611.1
ENSMUST00000021857.12	ENSMUST00000224241.1
ENSMUST00000166972.8	ENSMUST00000085399.12
ENSMUST00000165316.7	ENSMUST00000164260.7
ENSMUST00000165316.7	ENSMUST00000047363.13
ENSMUST00000115194.4	ENSMUST00000179915.3
ENSMUST00000098042.9	ENSMUST00000201591.3
ENSMUST00000202214.3	ENSMUST00000114533.8
ENSMUST00000184077.7	ENSMUST00000185070.7
ENSMUST00000089759.8	ENSMUST00000115227.9
ENSMUST00000089759.8	ENSMUST00000115226.7
ENSMUST00000231118.1	ENSMUST00000230225.1
ENSMUST00000069399.6	ENSMUST00000183471.1
ENSMUST00000131671.7	ENSMUST00000084219.11
ENSMUST00000165838.8	ENSMUST00000002344.6
ENSMUST00000208225.1	ENSMUST00000145381.7
ENSMUST00000139848.7	ENSMUST00000132133.1
ENSMUST00000117425.7	ENSMUST00000120867.7
ENSMUST00000117425.7	ENSMUST00000118097.7
ENSMUST00000105364.7	ENSMUST00000020361.6
ENSMUST00000077605.11	ENSMUST00000123413.7
ENSMUST00000077605.11	ENSMUST00000187168.6
ENSMUST00000112391.7	ENSMUST00000216250.1
ENSMUST00000213326.1	ENSMUST00000213922.1
ENSMUST00000213326.1	ENSMUST00000215941.1
ENSMUST00000213326.1	ENSMUST00000215207.1
ENSMUST00000213326.1	ENSMUST00000079050.2
ENSMUST00000213577.1	ENSMUST00000216071.1
ENSMUST00000213577.1	ENSMUST00000099599.4
ENSMUST00000001247.11	ENSMUST00000160246.7
ENSMUST00000001247.11	ENSMUST00000168460.7
ENSMUST00000086465.5	ENSMUST00000038191.7
ENSMUST00000086465.5	ENSMUST00000169927.1
ENSMUST00000025023.14	ENSMUST00000119928.7
ENSMUST00000195515.1	ENSMUST00000107300.6
ENSMUST00000179949.2	ENSMUST00000186910.1
ENSMUST00000179949.2	ENSMUST00000177663.1
ENSMUST00000179949.2	ENSMUST00000177666.2
ENSMUST00000236121.1	ENSMUST00000235285.1
ENSMUST00000095666.12	ENSMUST00000021468.13
ENSMUST00000095666.12	ENSMUST00000169074.1
ENSMUST00000070649.1	ENSMUST00000017193.1
ENSMUST00000224874.1	ENSMUST00000225530.1
ENSMUST00000050780.7	ENSMUST00000168531.1
ENSMUST00000113600.9	ENSMUST00000113598.7
ENSMUST00000113600.9	ENSMUST00000113597.7
ENSMUST00000113600.9	ENSMUST00000113596.7
ENSMUST00000113600.9	ENSMUST00000095048.5
ENSMUST00000120447.7	ENSMUST00000086032.3
ENSMUST00000228156.1	ENSMUST00000228294.1
ENSMUST00000106978.7	ENSMUST00000144207.8
ENSMUST00000106978.7	ENSMUST00000178851.1
ENSMUST00000071968.8	ENSMUST00000112225.7
ENSMUST00000170275.3	ENSMUST00000120874.4
ENSMUST00000092279.6	ENSMUST00000230470.1
ENSMUST00000176104.7	ENSMUST00000070709.8
ENSMUST00000176104.7	ENSMUST00000177058.7
ENSMUST00000146923.7	ENSMUST00000088345.11
ENSMUST00000237375.1	ENSMUST00000235403.1
ENSMUST00000237375.1	ENSMUST00000236374.1
ENSMUST00000237375.1	ENSMUST00000235864.1
ENSMUST00000237375.1	ENSMUST00000050584.9
ENSMUST00000067638.13	ENSMUST00000179943.2
ENSMUST00000056290.12	ENSMUST00000053079.12
ENSMUST00000097888.9	ENSMUST00000239428.1
ENSMUST00000210748.1	ENSMUST00000002053.8
ENSMUST00000226909.1	ENSMUST00000226786.1
ENSMUST00000226909.1	ENSMUST00000091733.1
ENSMUST00000051558.9	ENSMUST00000039267.9
ENSMUST00000091745.5	ENSMUST00000081342.6
ENSMUST00000021071.13	ENSMUST00000177952.7
ENSMUST00000093469.10	ENSMUST00000098696.9
ENSMUST00000213949.1	ENSMUST00000213886.1
ENSMUST00000213949.1	ENSMUST00000216028.1
ENSMUST00000213949.1	ENSMUST00000099907.1
ENSMUST00000113428.8	ENSMUST00000230618.1
ENSMUST00000113067.7	ENSMUST00000101227.2
ENSMUST00000113067.7	ENSMUST00000033804.4
ENSMUST00000139632.7	ENSMUST00000031117.12
ENSMUST00000118968.7	ENSMUST00000029132.10
ENSMUST00000118968.7	ENSMUST00000118735.7
ENSMUST00000118968.7	ENSMUST00000165693.1
ENSMUST00000136616.7	ENSMUST00000149395.7
ENSMUST00000136616.7	ENSMUST00000131126.2
ENSMUST00000109256.10	ENSMUST00000229071.1
ENSMUST00000109256.10	ENSMUST00000165935.1
ENSMUST00000075206.11	ENSMUST00000071005.8
ENSMUST00000075206.11	ENSMUST00000202193.3
ENSMUST00000075206.11	ENSMUST00000201224.1
ENSMUST00000106557.7	ENSMUST00000038650.8
ENSMUST00000122381.7	ENSMUST00000107506.8
ENSMUST00000122381.7	ENSMUST00000202863.3
ENSMUST00000122381.7	ENSMUST00000202367.3
ENSMUST00000035444.9	ENSMUST00000163785.1
ENSMUST00000024757.13	ENSMUST00000143137.1
ENSMUST00000057188.6	ENSMUST00000084736.2
ENSMUST00000116639.3	ENSMUST00000235541.1
ENSMUST00000052927.10	ENSMUST00000045503.10
ENSMUST00000052927.10	ENSMUST00000103116.9
ENSMUST00000170677.7	ENSMUST00000169513.7
ENSMUST00000093775.11	ENSMUST00000170400.8
ENSMUST00000029084.8	ENSMUST00000170448.1
ENSMUST00000079405.14	ENSMUST00000172088.7
ENSMUST00000237109.1	ENSMUST00000236472.1
ENSMUST00000237109.1	ENSMUST00000171783.1
ENSMUST00000030939.13	ENSMUST00000105613.9
ENSMUST00000138349.7	ENSMUST00000135341.7
ENSMUST00000138349.7	ENSMUST00000128156.8
ENSMUST00000103055.7	ENSMUST00000130986.7
ENSMUST00000168787.7	ENSMUST00000079924.7
ENSMUST00000168787.7	ENSMUST00000237048.1
ENSMUST00000216162.2	ENSMUST00000217586.2
ENSMUST00000216162.2	ENSMUST00000213789.2
ENSMUST00000216162.2	ENSMUST00000216165.1
ENSMUST00000135304.7	ENSMUST00000148834.7
ENSMUST00000161448.7	ENSMUST00000051665.8
ENSMUST00000058745.14	ENSMUST00000119223.1
ENSMUST00000235574.1	ENSMUST00000226672.2
ENSMUST00000235574.1	ENSMUST00000077116.4
ENSMUST00000114278.8	ENSMUST00000041654.5
ENSMUST00000135907.7	ENSMUST00000229595.1
ENSMUST00000212673.1	ENSMUST00000217155.1
ENSMUST00000226848.1	ENSMUST00000226893.1
ENSMUST00000019169.7	ENSMUST00000110054.7
ENSMUST00000182116.7	ENSMUST00000182912.1
ENSMUST00000214153.1	ENSMUST00000216506.1
ENSMUST00000214153.1	ENSMUST00000059033.6
ENSMUST00000237814.1	ENSMUST00000235271.1
ENSMUST00000237814.1	ENSMUST00000237581.1
ENSMUST00000237814.1	ENSMUST00000168445.1
ENSMUST00000113458.7	ENSMUST00000201188.3
ENSMUST00000122040.6	ENSMUST00000071780.9
ENSMUST00000225881.1	ENSMUST00000177561.1
ENSMUST00000213732.1	ENSMUST00000080483.9
ENSMUST00000138712.7	ENSMUST00000147428.1
ENSMUST00000026743.13	ENSMUST00000202750.3
ENSMUST00000022908.9	ENSMUST00000202369.3
ENSMUST00000114566.7	ENSMUST00000101443.9
ENSMUST00000238987.1	ENSMUST00000238904.1
ENSMUST00000179474.8	ENSMUST00000122327.6
ENSMUST00000175916.7	ENSMUST00000010319.13
ENSMUST00000175916.7	ENSMUST00000177288.3
ENSMUST00000223563.1	ENSMUST00000047877.4
ENSMUST00000047615.14	ENSMUST00000152225.1
ENSMUST00000232827.1	ENSMUST00000039726.7
ENSMUST00000177176.7	ENSMUST00000230606.1
ENSMUST00000204619.1	ENSMUST00000203656.2
ENSMUST00000204619.1	ENSMUST00000203176.2
ENSMUST00000108430.9	ENSMUST00000108429.7
ENSMUST00000097376.9	ENSMUST00000167791.8
ENSMUST00000097376.9	ENSMUST00000201805.3
ENSMUST00000097376.9	ENSMUST00000201301.3
ENSMUST00000219448.1	ENSMUST00000108823.2
ENSMUST00000050472.15	ENSMUST00000122160.7
ENSMUST00000231380.1	ENSMUST00000120450.1
ENSMUST00000161611.7	ENSMUST00000164600.7
ENSMUST00000073781.11	ENSMUST00000173471.7
ENSMUST00000067990.7	ENSMUST00000111203.1
ENSMUST00000206062.3	ENSMUST00000073571.5
ENSMUST00000114694.8	ENSMUST00000114695.2
ENSMUST00000114694.8	ENSMUST00000079441.12
ENSMUST00000057135.13	ENSMUST00000085840.10
ENSMUST00000102783.4	ENSMUST00000231127.1
ENSMUST00000165806.7	ENSMUST00000230195.1
ENSMUST00000212922.1	ENSMUST00000014981.7
ENSMUST00000212922.1	ENSMUST00000212219.1
ENSMUST00000212922.1	ENSMUST00000171788.7
ENSMUST00000214712.1	ENSMUST00000217432.1
ENSMUST00000214712.1	ENSMUST00000209409.2
ENSMUST00000159634.7	ENSMUST00000160556.7
ENSMUST00000159634.7	ENSMUST00000086058.12
ENSMUST00000216042.1	ENSMUST00000217238.2
ENSMUST00000153250.8	ENSMUST00000001538.9
ENSMUST00000117537.7	ENSMUST00000035090.13
ENSMUST00000057783.5	ENSMUST00000176710.1
ENSMUST00000111236.3	ENSMUST00000111234.9
ENSMUST00000213420.1	ENSMUST00000059754.2
ENSMUST00000105384.4	ENSMUST00000218885.1
ENSMUST00000113149.7	ENSMUST00000049457.13
ENSMUST00000113149.7	ENSMUST00000179313.2
ENSMUST00000173931.7	ENSMUST00000173241.7
ENSMUST00000173931.7	ENSMUST00000173030.7
ENSMUST00000173931.7	ENSMUST00000173013.7
ENSMUST00000207000.1	ENSMUST00000206507.1
ENSMUST00000177582.1	ENSMUST00000180303.1
ENSMUST00000177582.1	ENSMUST00000201703.3
ENSMUST00000177582.1	ENSMUST00000180076.1
ENSMUST00000177582.1	ENSMUST00000201663.3
ENSMUST00000177582.1	ENSMUST00000101023.4
ENSMUST00000177582.1	ENSMUST00000180291.1
ENSMUST00000025349.11	ENSMUST00000115498.1
ENSMUST00000037836.11	ENSMUST00000058245.4
ENSMUST00000114016.9	ENSMUST00000052283.6
ENSMUST00000050827.13	ENSMUST00000057795.11
ENSMUST00000079534.10	ENSMUST00000114426.9
ENSMUST00000135241.7	ENSMUST00000150040.7
ENSMUST00000135241.7	ENSMUST00000155003.1
ENSMUST00000113262.1	ENSMUST00000229005.1
ENSMUST00000109681.7	ENSMUST00000129670.7
ENSMUST00000109681.7	ENSMUST00000056344.4
ENSMUST00000045167.10	ENSMUST00000180360.7
ENSMUST00000000208.12	ENSMUST00000167596.1
ENSMUST00000223093.1	ENSMUST00000220628.1
ENSMUST00000227176.1	ENSMUST00000227239.1
ENSMUST00000227176.1	ENSMUST00000228587.1
ENSMUST00000227176.1	ENSMUST00000226717.1
ENSMUST00000227176.1	ENSMUST00000053008.4
ENSMUST00000133899.1	ENSMUST00000184342.2
ENSMUST00000215164.2	ENSMUST00000213335.1
